MatchID,EventID,Tournament,TournamentDate,Season,Surface,Level,PlayerID,Player,Opponent,OpponentID,Wins,Appearances,Top10Matches,Top10Wins,PlayerRank,OpponentRank,Aces,DoubleFaults,ServePoints,FirstServesIn,FirstServePointsWon,SecondServePointsWon,SecondServePoints,ServePointsWon,ReturnPointsWon,ReturnPoints,BreakPointsSaved,BreakPointsFaced,StatsCovered,Score,Round,Minutes
2020-0451:300,2020-0451,Doha,2020-01-06,2020,Hard,A,126094,Andrey Rublev,Corentin Moutet,144895,1,1,0,0,23.0,81.0,3.0,0.0,58.0,44.0,34.0,6.0,14.0,40.0,29.0,62.0,1.0,2.0,1,6-2 7-6(3),F,86.0
2020-0451:299,2020-0451,Doha,2020-01-06,2020,Hard,A,144895,Corentin Moutet,Stan Wawrinka,104527,1,1,0,0,81.0,15.0,0.0,0.0,74.0,56.0,45.0,12.0,18.0,57.0,31.0,93.0,0.0,1.0,1,3-6 7-5 6-3,SF,120.0
2020-0451:298,2020-0451,Doha,2020-01-06,2020,Hard,A,126094,Andrey Rublev,Miomir Kecmanovic,200175,1,1,0,0,23.0,62.0,10.0,1.0,43.0,26.0,24.0,10.0,17.0,34.0,26.0,50.0,0.0,0.0,1,6-3 6-1,SF,53.0
2020-0451:297,2020-0451,Doha,2020-01-06,2020,Hard,A,104527,Stan Wawrinka,Aljaz Bedene,105379,1,1,0,0,15.0,58.0,5.0,0.0,58.0,29.0,27.0,16.0,29.0,43.0,17.0,49.0,2.0,2.0,1,6-3 6-4,QF,83.0
2020-0451:296,2020-0451,Doha,2020-01-06,2020,Hard,A,144895,Corentin Moutet,Fernando Verdasco,104269,1,1,0,0,81.0,49.0,2.0,3.0,91.0,67.0,49.0,12.0,24.0,61.0,32.0,90.0,4.0,6.0,1,6-4 4-6 6-4,QF,132.0
2020-0451:295,2020-0451,Doha,2020-01-06,2020,Hard,A,200175,Miomir Kecmanovic,Marton Fucsovics,105916,1,1,0,0,62.0,70.0,2.0,0.0,39.0,30.0,22.0,6.0,9.0,28.0,31.0,48.0,3.0,4.0,1,6-2 6-0,QF,55.0
2020-0451:294,2020-0451,Doha,2020-01-06,2020,Hard,A,126094,Andrey Rublev,Pierre Hugues Herbert,105732,1,1,0,0,23.0,65.0,4.0,1.0,72.0,40.0,29.0,15.0,32.0,44.0,36.0,74.0,5.0,6.0,1,6-4 6-3,QF,101.0
2020-0451:293,2020-0451,Doha,2020-01-06,2020,Hard,A,104527,Stan Wawrinka,Jeremy Chardy,104871,1,1,0,0,15.0,54.0,12.0,1.0,61.0,35.0,27.0,15.0,26.0,42.0,26.0,64.0,6.0,7.0,1,6-3 6-4,R16,87.0
2020-0451:292,2020-0451,Doha,2020-01-06,2020,Hard,A,105379,Aljaz Bedene,Alexander Bublik,122330,1,1,0,0,58.0,55.0,5.0,3.0,67.0,35.0,27.0,21.0,32.0,48.0,23.0,66.0,1.0,1.0,1,6-3 7-5,R16,89.0
2020-0451:291,2020-0451,Doha,2020-01-06,2020,Hard,A,144895,Corentin Moutet,Milos Raonic,105683,1,1,0,0,81.0,32.0,2.0,3.0,92.0,68.0,48.0,15.0,24.0,63.0,23.0,75.0,2.0,3.0,1,7-6(4) 7-6(4),R16,119.0
2020-0451:290,2020-0451,Doha,2020-01-06,2020,Hard,A,104269,Fernando Verdasco,Filip Krajinovic,105936,1,1,0,0,49.0,40.0,17.0,3.0,89.0,60.0,46.0,14.0,29.0,60.0,42.0,99.0,3.0,4.0,1,7-5 4-6 6-0,R16,125.0
2020-0451:289,2020-0451,Doha,2020-01-06,2020,Hard,A,105916,Marton Fucsovics,Cem Ilkel,117356,1,1,0,0,70.0,279.0,3.0,0.0,52.0,39.0,28.0,7.0,13.0,35.0,22.0,46.0,3.0,4.0,1,6-1 6-4,R16,73.0
2020-0451:288,2020-0451,Doha,2020-01-06,2020,Hard,A,200175,Miomir Kecmanovic,Jo-Wilfried Tsonga,104542,1,1,0,0,62.0,30.0,9.0,4.0,62.0,38.0,34.0,13.0,24.0,47.0,21.0,57.0,0.0,0.0,1,7-6(9) 6-1,R16,74.0
2020-0451:287,2020-0451,Doha,2020-01-06,2020,Hard,A,105732,Pierre Hugues Herbert,Laslo Djere,111513,1,1,0,0,65.0,39.0,4.0,1.0,47.0,33.0,25.0,6.0,14.0,31.0,24.0,47.0,0.0,1.0,1,6-1 6-3,R16,62.0
2020-0451:286,2020-0451,Doha,2020-01-06,2020,Hard,A,126094,Andrey Rublev,Mikhail Kukushkin,105062,1,1,0,0,23.0,66.0,4.0,1.0,56.0,34.0,28.0,9.0,22.0,37.0,20.0,48.0,1.0,2.0,1,6-4 6-2,R16,69.0
2020-0451:284,2020-0451,Doha,2020-01-06,2020,Hard,A,104871,Jeremy Chardy,Gregoire Barrere,106296,1,1,0,0,54.0,83.0,9.0,3.0,85.0,54.0,40.0,21.0,31.0,61.0,31.0,87.0,6.0,7.0,1,6-3 3-6 6-3,R32,106.0
2020-0451:283,2020-0451,Doha,2020-01-06,2020,Hard,A,105379,Aljaz Bedene,Mikael Ymer,144707,1,1,0,0,58.0,76.0,8.0,0.0,78.0,45.0,30.0,21.0,33.0,51.0,30.0,83.0,1.0,3.0,1,3-6 6-4 6-3,R32,130.0
2020-0451:282,2020-0451,Doha,2020-01-06,2020,Hard,A,122330,Alexander Bublik,Adrian Mannarino,105173,1,1,0,0,55.0,43.0,10.0,6.0,62.0,41.0,31.0,10.0,21.0,41.0,19.0,48.0,3.0,4.0,1,6-3 6-4,R32,69.0
2020-0451:280,2020-0451,Doha,2020-01-06,2020,Hard,A,144895,Corentin Moutet,Tennys Sandgren,105815,1,1,0,0,81.0,68.0,2.0,2.0,69.0,57.0,48.0,6.0,12.0,54.0,24.0,70.0,7.0,7.0,1,7-6(3) 6-4,R32,105.0
2020-0451:279,2020-0451,Doha,2020-01-06,2020,Hard,A,104269,Fernando Verdasco,Pablo Andujar,104665,1,1,0,0,49.0,64.0,6.0,0.0,55.0,35.0,30.0,11.0,20.0,41.0,27.0,67.0,0.0,0.0,1,6-4 6-3,R32,89.0
2020-0451:278,2020-0451,Doha,2020-01-06,2020,Hard,A,105936,Filip Krajinovic,Kyle Edmund,106378,1,1,0,0,40.0,69.0,6.0,2.0,105.0,74.0,43.0,15.0,31.0,58.0,46.0,93.0,8.0,13.0,1,4-6 6-3 6-3,R32,135.0
2020-0451:277,2020-0451,Doha,2020-01-06,2020,Hard,A,105916,Marton Fucsovics,Frances Tiafoe,126207,1,1,0,0,70.0,47.0,8.0,3.0,110.0,68.0,45.0,19.0,42.0,64.0,41.0,101.0,7.0,10.0,1,6-4 4-6 6-4,R32,141.0
2020-0451:276,2020-0451,Doha,2020-01-06,2020,Hard,A,117356,Cem Ilkel,Ricardas Berankis,105575,1,1,0,0,279.0,67.0,11.0,1.0,92.0,59.0,42.0,17.0,33.0,59.0,33.0,84.0,4.0,5.0,1,6-2 4-6 6-2,R32,112.0
2020-0451:275,2020-0451,Doha,2020-01-06,2020,Hard,A,200175,Miomir Kecmanovic,Jordan Thompson,111442,1,1,0,0,62.0,63.0,0.0,1.0,57.0,31.0,23.0,17.0,26.0,40.0,31.0,66.0,0.0,0.0,1,6-4 6-2,R32,84.0
2020-0451:273,2020-0451,Doha,2020-01-06,2020,Hard,A,111513,Laslo Djere,Lorenzo Sonego,132283,1,1,0,0,39.0,51.0,5.0,2.0,73.0,48.0,33.0,14.0,25.0,47.0,37.0,75.0,4.0,7.0,1,6-1 3-6 6-2,R32,114.0
2020-0451:272,2020-0451,Doha,2020-01-06,2020,Hard,A,105732,Pierre Hugues Herbert,Marco Cecchinato,106065,1,1,0,0,65.0,75.0,6.0,2.0,51.0,30.0,26.0,12.0,21.0,38.0,26.0,59.0,0.0,1.0,1,6-3 6-4,R32,71.0
2020-0451:271,2020-0451,Doha,2020-01-06,2020,Hard,A,105062,Mikhail Kukushkin,Malek Jaziri,104291,1,1,0,0,66.0,229.0,7.0,0.0,51.0,33.0,22.0,12.0,18.0,34.0,25.0,44.0,3.0,3.0,1,6-0 6-3,R32,68.0
2020-M056:300,2020-M056,Adelaide,2020-01-13,2020,Hard,A,126094,Andrey Rublev,Lloyd Harris,144750,1,1,0,0,18.0,91.0,4.0,1.0,49.0,27.0,22.0,13.0,22.0,35.0,23.0,43.0,4.0,4.0,1,6-3 6-0,F,56.0
2020-M056:299,2020-M056,Adelaide,2020-01-13,2020,Hard,A,144750,Lloyd Harris,Tommy Paul,126205,1,1,0,0,91.0,90.0,13.0,3.0,89.0,54.0,46.0,16.0,35.0,62.0,41.0,100.0,2.0,4.0,1,6-4 6-7(3) 6-3,SF,128.0
2020-M056:298,2020-M056,Adelaide,2020-01-13,2020,Hard,A,126094,Andrey Rublev,Felix Auger Aliassime,200000,1,1,0,0,18.0,22.0,10.0,6.0,126.0,75.0,56.0,30.0,51.0,86.0,43.0,127.0,9.0,10.0,1,7-6(5) 6-7(7) 6-4,SF,179.0
2020-M056:297,2020-M056,Adelaide,2020-01-13,2020,Hard,A,126205,Tommy Paul,Albert Ramos,105077,1,1,0,0,90.0,42.0,9.0,4.0,53.0,31.0,26.0,16.0,22.0,42.0,22.0,56.0,0.0,0.0,1,6-3 6-4,QF,77.0
2020-M056:296,2020-M056,Adelaide,2020-01-13,2020,Hard,A,144750,Lloyd Harris,Pablo Carreno Busta,105807,1,1,0,0,91.0,30.0,13.0,3.0,44.0,32.0,28.0,9.0,12.0,37.0,26.0,60.0,0.0,0.0,1,6-3 6-3,QF,66.0
2020-M056:295,2020-M056,Adelaide,2020-01-13,2020,Hard,A,126094,Andrey Rublev,Daniel Evans,105554,1,1,0,0,18.0,33.0,12.0,2.0,79.0,45.0,37.0,20.0,34.0,57.0,37.0,97.0,5.0,6.0,1,6-4 3-6 6-3,QF,121.0
2020-M056:294,2020-M056,Adelaide,2020-01-13,2020,Hard,A,200000,Felix Auger Aliassime,Alex Bolt,106109,1,1,0,0,22.0,157.0,8.0,0.0,32.0,21.0,19.0,9.0,11.0,28.0,27.0,50.0,0.0,0.0,1,6-3 6-0,QF,55.0
2020-M056:293,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105077,Albert Ramos,Jaume Munar,144719,1,1,0,0,42.0,88.0,1.0,2.0,83.0,53.0,37.0,13.0,30.0,50.0,29.0,66.0,8.0,11.0,1,7-6(3) 6-3,R16,116.0
2020-M056:292,2020-M056,Adelaide,2020-01-13,2020,Hard,A,126205,Tommy Paul,Pablo Cuevas,104655,1,1,0,0,90.0,44.0,6.0,1.0,49.0,27.0,21.0,13.0,22.0,34.0,24.0,47.0,4.0,4.0,1,6-1 6-2,R16,59.0
2020-M056:291,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105807,Pablo Carreno Busta,Jeremy Chardy,104871,1,1,0,0,30.0,56.0,3.0,1.0,57.0,41.0,34.0,7.0,16.0,41.0,25.0,54.0,3.0,3.0,1,6-3 6-2,R16,75.0
2020-M056:290,2020-M056,Adelaide,2020-01-13,2020,Hard,A,144750,Lloyd Harris,Laslo Djere,111513,1,1,0,0,91.0,40.0,13.0,2.0,66.0,40.0,35.0,15.0,26.0,50.0,21.0,64.0,1.0,1.0,1,7-6(5) 6-3,R16,107.0
2020-M056:289,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105554,Daniel Evans,Alexander Bublik,122330,1,1,0,0,33.0,55.0,0.0,1.0,50.0,35.0,29.0,9.0,15.0,38.0,26.0,55.0,2.0,3.0,1,7-5 6-2,R16,74.0
2020-M056:288,2020-M056,Adelaide,2020-01-13,2020,Hard,A,126094,Andrey Rublev,Sam Querrey,105023,1,1,0,0,18.0,45.0,7.0,2.0,48.0,25.0,23.0,12.0,23.0,35.0,22.0,48.0,2.0,3.0,1,6-3 6-3,R16,54.0
2020-M056:287,2020-M056,Adelaide,2020-01-13,2020,Hard,A,106109,Alex Bolt,Jan Lennard Struff,105526,1,1,0,0,157.0,37.0,5.0,3.0,56.0,35.0,28.0,13.0,21.0,41.0,21.0,54.0,0.0,0.0,1,6-3 6-4,R16,67.0
2020-M056:286,2020-M056,Adelaide,2020-01-13,2020,Hard,A,200000,Felix Auger Aliassime,James Duckworth,105902,1,1,0,0,22.0,96.0,10.0,2.0,59.0,37.0,32.0,17.0,22.0,49.0,26.0,71.0,1.0,1.0,1,6-3 7-6(0),R16,97.0
2020-M056:284,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105077,Albert Ramos,Jordan Thompson,111442,1,1,0,0,42.0,65.0,4.0,4.0,107.0,67.0,50.0,21.0,40.0,71.0,28.0,86.0,6.0,7.0,1,6-4 6-7(5) 6-3,R32,156.0
2020-M056:283,2020-M056,Adelaide,2020-01-13,2020,Hard,A,126205,Tommy Paul,Aljaz Bedene,105379,1,1,0,0,90.0,54.0,6.0,0.0,52.0,33.0,27.0,13.0,19.0,40.0,27.0,63.0,3.0,4.0,1,6-4 6-4,R32,72.0
2020-M056:282,2020-M056,Adelaide,2020-01-13,2020,Hard,A,104655,Pablo Cuevas,Reilly Opelka,124187,1,1,0,0,44.0,38.0,16.0,4.0,116.0,79.0,67.0,23.0,37.0,90.0,19.0,102.0,3.0,4.0,1,5-7 7-6(9) 7-6(2),R32,138.0
2020-M056:280,2020-M056,Adelaide,2020-01-13,2020,Hard,A,104871,Jeremy Chardy,Gilles Simon,104468,1,1,0,0,56.0,60.0,11.0,5.0,58.0,36.0,30.0,10.0,22.0,40.0,27.0,64.0,3.0,4.0,1,6-3 7-5,R32,93.0
2020-M056:279,2020-M056,Adelaide,2020-01-13,2020,Hard,A,111513,Laslo Djere,Alexei Popyrin,200615,1,1,0,0,40.0,95.0,5.0,2.0,101.0,60.0,44.0,22.0,41.0,66.0,28.0,94.0,3.0,5.0,1,7-6(3) 3-6 6-4,R32,142.0
2020-M056:278,2020-M056,Adelaide,2020-01-13,2020,Hard,A,144750,Lloyd Harris,Cristian Garin,106426,1,1,0,0,91.0,36.0,21.0,5.0,93.0,61.0,53.0,10.0,32.0,63.0,32.0,96.0,4.0,7.0,1,7-6(5) 3-6 6-4,R32,135.0
2020-M056:277,2020-M056,Adelaide,2020-01-13,2020,Hard,A,122330,Alexander Bublik,Taylor Fritz,126203,1,1,0,0,55.0,32.0,17.0,8.0,75.0,43.0,38.0,13.0,32.0,51.0,30.0,82.0,5.0,5.0,1,6-4 7-6(4),R32,96.0
2020-M056:276,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105554,Daniel Evans,Juan Ignacio Londero,106228,1,1,0,0,33.0,51.0,4.0,0.0,55.0,36.0,26.0,11.0,19.0,37.0,28.0,62.0,2.0,3.0,1,6-2 6-4,R32,83.0
2020-M056:275,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105023,Sam Querrey,Gregoire Barrere,106296,1,1,0,0,45.0,82.0,28.0,3.0,95.0,65.0,59.0,15.0,30.0,74.0,23.0,92.0,0.0,0.0,1,6-7(4) 6-2 7-6(5),R32,106.0
2020-M056:273,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105526,Jan Lennard Struff,Salvatore Caruso,106099,1,1,0,0,37.0,94.0,9.0,1.0,55.0,27.0,24.0,16.0,28.0,40.0,22.0,53.0,1.0,1.0,1,6-4 6-2,R32,69.0
2020-M056:272,2020-M056,Adelaide,2020-01-13,2020,Hard,A,106109,Alex Bolt,Stephane Robert,103565,1,1,0,0,157.0,661.0,11.0,1.0,66.0,46.0,34.0,11.0,20.0,45.0,46.0,96.0,4.0,7.0,1,6-4 2-6 6-0,R32,93.0
2020-M056:271,2020-M056,Adelaide,2020-01-13,2020,Hard,A,105902,James Duckworth,Federico Delbonis,105643,1,1,0,0,96.0,73.0,10.0,1.0,55.0,39.0,34.0,9.0,16.0,43.0,13.0,47.0,1.0,1.0,1,6-4 6-4,R32,67.0
2020-0301:300,2020-0301,Auckland,2020-01-13,2020,Hard,A,200005,Ugo Humbert,Benoit Paire,105332,1,1,0,0,57.0,24.0,4.0,5.0,107.0,60.0,42.0,24.0,47.0,66.0,44.0,121.0,7.0,11.0,1,7-6(2) 3-6 7-6(5),F,154.0
2020-0301:299,2020-0301,Auckland,2020-01-13,2020,Hard,A,105332,Benoit Paire,Hubert Hurkacz,128034,1,1,0,0,24.0,34.0,12.0,10.0,106.0,54.0,44.0,20.0,52.0,64.0,35.0,84.0,6.0,9.0,1,6-4 6-7(1) 6-2,SF,109.0
2020-0301:298,2020-0301,Auckland,2020-01-13,2020,Hard,A,200005,Ugo Humbert,John Isner,104545,1,1,0,0,57.0,20.0,4.0,3.0,56.0,38.0,38.0,12.0,18.0,50.0,22.0,74.0,0.0,0.0,1,7-6(5) 6-4,SF,81.0
2020-0301:297,2020-0301,Auckland,2020-01-13,2020,Hard,A,128034,Hubert Hurkacz,Feliciano Lopez,103852,1,1,0,0,34.0,61.0,11.0,3.0,97.0,61.0,49.0,21.0,36.0,70.0,36.0,104.0,0.0,1.0,1,6-4 6-7(11) 6-4,QF,131.0
2020-0301:296,2020-0301,Auckland,2020-01-13,2020,Hard,A,105332,Benoit Paire,John Millman,105357,1,1,0,0,24.0,47.0,13.0,4.0,79.0,54.0,43.0,13.0,25.0,56.0,33.0,83.0,5.0,6.0,1,3-6 6-1 6-4,QF,102.0
2020-0301:295,2020-0301,Auckland,2020-01-13,2020,Hard,A,104545,John Isner,Kyle Edmund,106378,1,1,0,0,20.0,69.0,25.0,3.0,101.0,76.0,56.0,11.0,25.0,67.0,19.0,78.0,9.0,9.0,1,7-6(5) 7-6(5),QF,116.0
2020-0301:294,2020-0301,Auckland,2020-01-13,2020,Hard,A,200005,Ugo Humbert,Denis Shapovalov,133430,1,1,0,0,57.0,13.0,7.0,2.0,63.0,43.0,37.0,11.0,20.0,48.0,22.0,65.0,4.0,4.0,1,7-5 6-4,QF,88.0
2020-0301:293,2020-0301,Auckland,2020-01-13,2020,Hard,A,103852,Feliciano Lopez,Fabio Fognini,104926,1,1,0,0,61.0,12.0,17.0,7.0,86.0,52.0,40.0,16.0,34.0,56.0,34.0,91.0,1.0,3.0,1,3-6 6-4 6-3,R16,116.0
2020-0301:292,2020-0301,Auckland,2020-01-13,2020,Hard,A,128034,Hubert Hurkacz,Mikael Ymer,144707,1,1,0,0,34.0,77.0,10.0,1.0,68.0,45.0,32.0,16.0,23.0,48.0,26.0,65.0,2.0,2.0,1,6-2 7-6(2),R16,95.0
2020-0301:291,2020-0301,Auckland,2020-01-13,2020,Hard,A,105357,John Millman,Karen Khachanov,111575,1,1,0,0,47.0,16.0,5.0,2.0,80.0,54.0,41.0,12.0,26.0,53.0,31.0,80.0,1.0,3.0,1,4-6 6-3 6-3,R16,110.0
2020-0301:290,2020-0301,Auckland,2020-01-13,2020,Hard,A,105332,Benoit Paire,Thiago Monteiro,106329,1,1,0,0,24.0,86.0,10.0,7.0,96.0,51.0,40.0,24.0,45.0,64.0,28.0,83.0,4.0,6.0,1,4-6 6-4 6-3,R16,115.0
2020-0301:289,2020-0301,Auckland,2020-01-13,2020,Hard,A,106378,Kyle Edmund,Andreas Seppi,104312,1,1,0,0,69.0,84.0,3.0,0.0,65.0,45.0,32.0,11.0,20.0,43.0,35.0,77.0,3.0,5.0,1,6-3 7-6(4),R16,95.0
2020-0301:288,2020-0301,Auckland,2020-01-13,2020,Hard,A,104545,John Isner,Tennys Sandgren,105815,1,1,0,0,20.0,101.0,16.0,3.0,91.0,72.0,63.0,8.0,19.0,71.0,31.0,107.0,2.0,2.0,1,7-6(3) 6-7(1) 6-3,R16,135.0
2020-0301:287,2020-0301,Auckland,2020-01-13,2020,Hard,A,200005,Ugo Humbert,Marco Cecchinato,106065,1,1,0,0,57.0,76.0,8.0,0.0,42.0,31.0,27.0,9.0,11.0,36.0,19.0,48.0,0.0,0.0,1,6-1 6-4,R16,54.0
2020-0301:286,2020-0301,Auckland,2020-01-13,2020,Hard,A,133430,Denis Shapovalov,Vasek Pospisil,105577,1,1,0,0,13.0,146.0,12.0,6.0,72.0,41.0,33.0,15.0,31.0,48.0,30.0,81.0,2.0,3.0,1,6-4 7-6(2),R16,111.0
2020-0301:284,2020-0301,Auckland,2020-01-13,2020,Hard,A,103852,Feliciano Lopez,Pablo Andujar,104665,1,1,0,0,61.0,63.0,19.0,4.0,115.0,73.0,56.0,22.0,42.0,78.0,31.0,103.0,9.0,10.0,1,3-6 7-6(4) 6-4,R32,148.0
2020-0301:283,2020-0301,Auckland,2020-01-13,2020,Hard,A,144707,Mikael Ymer,Frances Tiafoe,126207,1,1,0,0,77.0,49.0,2.0,1.0,79.0,52.0,40.0,17.0,27.0,57.0,37.0,90.0,2.0,4.0,1,6-4 5-7 6-1,R32,128.0
2020-0301:282,2020-0301,Auckland,2020-01-13,2020,Hard,A,128034,Hubert Hurkacz,Lorenzo Sonego,132283,1,1,0,0,34.0,52.0,4.0,3.0,74.0,47.0,38.0,12.0,27.0,50.0,29.0,74.0,4.0,4.0,1,7-5 6-3,R32,106.0
2020-0301:280,2020-0301,Auckland,2020-01-13,2020,Hard,A,105357,John Millman,Michael Mmoh,111581,1,1,0,0,47.0,227.0,5.0,1.0,81.0,48.0,33.0,18.0,33.0,51.0,26.0,68.0,6.0,8.0,1,7-6(5) 6-4,R32,106.0
2020-0301:279,2020-0301,Auckland,2020-01-13,2020,Hard,A,106329,Thiago Monteiro,Cameron Norrie,111815,1,1,0,0,86.0,62.0,2.0,1.0,62.0,40.0,29.0,14.0,22.0,43.0,29.0,70.0,1.0,2.0,1,7-6(3) 6-2,R32,91.0
2020-0301:278,2020-0301,Auckland,2020-01-13,2020,Hard,A,105332,Benoit Paire,Jannik Sinner,206173,1,1,0,0,24.0,79.0,11.0,5.0,106.0,66.0,46.0,19.0,40.0,65.0,37.0,94.0,10.0,13.0,1,6-4 2-6 6-4,R32,115.0
2020-0301:277,2020-0301,Auckland,2020-01-13,2020,Hard,A,104312,Andreas Seppi,Adrian Mannarino,105173,1,1,0,0,84.0,43.0,5.0,1.0,101.0,62.0,41.0,22.0,39.0,63.0,31.0,85.0,8.0,11.0,1,3-6 6-4 6-4,R32,128.0
2020-0301:276,2020-0301,Auckland,2020-01-13,2020,Hard,A,106378,Kyle Edmund,Alejandro Davidovich Fokina,200221,1,1,0,0,69.0,85.0,7.0,3.0,88.0,53.0,40.0,20.0,35.0,60.0,25.0,73.0,4.0,5.0,1,6-2 4-6 6-3,R32,111.0
2020-0301:275,2020-0301,Auckland,2020-01-13,2020,Hard,A,105815,Tennys Sandgren,Michael Venus,105030,1,1,0,0,101.0,,15.0,2.0,57.0,35.0,29.0,12.0,22.0,41.0,21.0,54.0,2.0,3.0,1,6-4 6-3,R32,70.0
2020-0301:273,2020-0301,Auckland,2020-01-13,2020,Hard,A,106065,Marco Cecchinato,Leonardo Mayer,104919,1,1,0,0,76.0,100.0,10.0,4.0,135.0,95.0,66.0,27.0,40.0,93.0,44.0,135.0,4.0,6.0,1,7-6(6) 6-7(18) 7-6(2),R32,187.0
2020-0301:272,2020-0301,Auckland,2020-01-13,2020,Hard,A,200005,Ugo Humbert,Casper Ruud,134770,1,1,0,0,57.0,46.0,13.0,1.0,97.0,59.0,45.0,22.0,38.0,67.0,29.0,94.0,7.0,9.0,1,7-6(3) 2-6 6-3,R32,138.0
2020-0301:271,2020-0301,Auckland,2020-01-13,2020,Hard,A,105577,Vasek Pospisil,Joao Sousa,105311,1,1,0,0,146.0,58.0,5.0,2.0,50.0,30.0,25.0,11.0,20.0,36.0,22.0,50.0,2.0,3.0,1,6-4 6-2,R32,75.0
2020-580:100,2020-580,Australian Open,2020-01-20,2020,Hard,G,104745,Rafael Nadal,Hugo Dellien,106198,1,1,0,0,1.0,73.0,5.0,5.0,71.0,44.0,31.0,16.0,27.0,47.0,49.0,89.0,3.0,5.0,1,6-2 6-3 6-0,R128,122.0
2020-580:101,2020-580,Australian Open,2020-01-20,2020,Hard,G,105643,Federico Delbonis,Joao Sousa,105311,1,1,0,0,76.0,59.0,11.0,4.0,103.0,68.0,52.0,21.0,35.0,73.0,41.0,108.0,3.0,3.0,1,6-3 6-4 7-6(3),R128,139.0
2020-580:102,2020-580,Australian Open,2020-01-20,2020,Hard,G,105376,Peter Gojowczyk,Christopher Eubanks,111153,1,1,0,0,120.0,221.0,12.0,1.0,118.0,74.0,55.0,28.0,44.0,83.0,47.0,116.0,3.0,4.0,1,7-6(1) 6-3 4-6 6-0,R128,125.0
2020-580:103,2020-580,Australian Open,2020-01-20,2020,Hard,G,105807,Pablo Carreno Busta,Jozef Kovalik,106075,1,1,0,0,30.0,139.0,12.0,3.0,104.0,67.0,58.0,20.0,37.0,78.0,41.0,110.0,1.0,3.0,1,6-4 3-6 6-1 7-6(2),R128,157.0
2020-580:104,2020-580,Australian Open,2020-01-20,2020,Hard,G,106401,Nick Kyrgios,Lorenzo Sonego,132283,1,1,0,0,26.0,53.0,14.0,1.0,87.0,65.0,59.0,12.0,22.0,71.0,32.0,99.0,0.0,0.0,1,6-2 7-6(3) 7-6(1),R128,133.0
2020-580:105,2020-580,Australian Open,2020-01-20,2020,Hard,G,104468,Gilles Simon,Pablo Cuevas,104655,1,1,0,0,61.0,46.0,9.0,2.0,86.0,47.0,38.0,19.0,39.0,57.0,36.0,73.0,7.0,8.0,1,6-1 6-3 6-3,R128,109.0
2020-580:106,2020-580,Australian Open,2020-01-20,2020,Hard,G,144707,Mikael Ymer,Yasutaka Uchiyama,106034,1,1,0,0,78.0,93.0,4.0,4.0,93.0,70.0,54.0,10.0,23.0,64.0,37.0,76.0,6.0,6.0,1,6-4 6-1 6-2,R128,119.0
2020-580:107,2020-580,Australian Open,2020-01-20,2020,Hard,G,111575,Karen Khachanov,Mario Vilella Martinez,106408,1,1,0,0,17.0,196.0,10.0,1.0,115.0,73.0,59.0,30.0,42.0,89.0,41.0,127.0,1.0,2.0,1,4-6 6-4 7-6(4) 6-3,R128,170.0
2020-580:108,2020-580,Australian Open,2020-01-20,2020,Hard,G,104792,Gael Monfils,Yen Hsun Lu,104229,1,1,0,0,10.0,,6.0,4.0,84.0,56.0,44.0,15.0,28.0,59.0,34.0,72.0,7.0,7.0,1,6-1 6-4 6-2,R128,104.0
2020-580:109,2020-580,Australian Open,2020-01-20,2020,Hard,G,103333,Ivo Karlovic,Vasek Pospisil,105577,1,1,0,0,124.0,138.0,13.0,3.0,94.0,65.0,58.0,18.0,29.0,76.0,28.0,99.0,1.0,1.0,1,7-6(4) 6-4 7-5,R128,121.0
2020-580:110,2020-580,Australian Open,2020-01-20,2020,Hard,G,105379,Aljaz Bedene,James Duckworth,105902,1,1,0,0,55.0,94.0,28.0,4.0,157.0,92.0,80.0,40.0,65.0,120.0,70.0,191.0,6.0,6.0,1,6-4 6-7(5) 6-7(5) 6-2 6-4,R128,236.0
2020-580:111,2020-580,Australian Open,2020-01-20,2020,Hard,G,105208,Ernests Gulbis,Felix Auger Aliassime,200000,1,1,0,0,256.0,22.0,14.0,3.0,133.0,75.0,59.0,35.0,58.0,94.0,48.0,140.0,4.0,6.0,1,7-5 4-6 7-6(4) 6-4,R128,215.0
2020-580:112,2020-580,Australian Open,2020-01-20,2020,Hard,G,126203,Taylor Fritz,Tallon Griekspoor,134868,1,1,0,0,34.0,175.0,17.0,0.0,69.0,45.0,44.0,13.0,24.0,57.0,37.0,89.0,2.0,2.0,1,6-3 6-3 6-3,R128,86.0
2020-580:113,2020-580,Australian Open,2020-01-20,2020,Hard,G,104731,Kevin Anderson,Ilya Ivashka,125802,1,1,0,0,122.0,149.0,16.0,3.0,161.0,105.0,78.0,25.0,56.0,103.0,52.0,155.0,8.0,13.0,1,6-4 2-6 4-6 6-4 7-6(8),R128,234.0
