MatchID,EventID,Tournament,TournamentDate,Season,Surface,Level,PlayerID,Player,Opponent,OpponentID,Wins,Appearances,Top10Matches,Top10Wins,PlayerRank,OpponentRank,Aces,DoubleFaults,ServePoints,FirstServesIn,FirstServePointsWon,SecondServePointsWon,SecondServePoints,ServePointsWon,ReturnPointsWon,ReturnPoints,BreakPointsSaved,BreakPointsFaced,StatsCovered,Score,Round,Minutes
2022-580:164,2022-580,Australian Open,2022-01-17,2022,Hard,G,200175,Miomir Kecmanovic,Tommy Paul,126205,1,1,0,0,77.0,41.0,7.0,0.0,135.0,84.0,64.0,31.0,51.0,95.0,42.0,130.0,8.0,10.0,1,7-6(7) 7-5 7-6(8),R64,178.0
2022-580:165,2022-580,Australian Open,2022-01-17,2022,Hard,G,132283,Lorenzo Sonego,Oscar Otte,106214,1,1,0,0,26.0,96.0,7.0,3.0,107.0,72.0,46.0,21.0,35.0,67.0,41.0,93.0,9.0,12.0,1,2-6 6-2 6-3 6-1,R64,151.0
2022-580:166,2022-580,Australian Open,2022-01-17,2022,Hard,G,104792,Gael Monfils,Alexander Bublik,122330,1,1,0,0,20.0,37.0,11.0,1.0,73.0,47.0,35.0,18.0,26.0,53.0,44.0,88.0,4.0,4.0,1,6-1 6-0 6-4,R64,89.0
2022-580:167,2022-580,Australian Open,2022-01-17,2022,Hard,G,106426,Cristian Garin,Pedro Martinez,124079,1,1,0,0,19.0,61.0,11.0,8.0,180.0,111.0,74.0,34.0,69.0,108.0,63.0,165.0,13.0,18.0,1,6-7(1) 7-6(4) 2-6 6-2 6-2,R64,275.0
2022-580:168,2022-580,Australian Open,2022-01-17,2022,Hard,G,200624,Sebastian Korda,Corentin Moutet,144895,1,1,0,0,43.0,100.0,6.0,3.0,209.0,153.0,99.0,32.0,56.0,131.0,55.0,171.0,18.0,23.0,1,3-6 6-4 6-7(2) 7-5 7-6(6),R64,287.0
2022-580:169,2022-580,Australian Open,2022-01-17,2022,Hard,G,105807,Pablo Carreno Busta,Tallon Griekspoor,134868,1,1,0,0,21.0,62.0,10.0,9.0,162.0,110.0,78.0,24.0,52.0,102.0,76.0,187.0,7.0,13.0,1,6-3 6-7(6) 7-6(3) 3-6 6-4,R64,250.0
2022-580:170,2022-580,Australian Open,2022-01-17,2022,Hard,G,207989,Carlos Alcaraz,Dusan Lajovic,105583,1,1,0,0,31.0,39.0,3.0,3.0,83.0,61.0,45.0,13.0,22.0,58.0,42.0,88.0,0.0,1.0,1,6-2 6-1 7-5,R64,116.0
2022-580:171,2022-580,Australian Open,2022-01-17,2022,Hard,G,126610,Matteo Berrettini,Stefan Kozlov,111578,1,1,0,0,7.0,169.0,21.0,1.0,100.0,70.0,55.0,17.0,30.0,72.0,52.0,114.0,4.0,5.0,1,6-1 4-6 6-4 6-1,R64,158.0
2022-580:172,2022-580,Australian Open,2022-01-17,2022,Hard,G,100644,Alexander Zverev,John Millman,105357,1,1,0,0,3.0,89.0,14.0,7.0,74.0,55.0,47.0,5.0,19.0,52.0,30.0,69.0,2.0,3.0,1,6-4 6-4 6-0,R64,119.0
2022-580:173,2022-580,Australian Open,2022-01-17,2022,Hard,G,105430,Radu Albot,Aleksandar Vukic,126846,1,1,0,0,124.0,144.0,3.0,1.0,100.0,64.0,48.0,24.0,36.0,72.0,33.0,102.0,5.0,6.0,1,6-4 7-6(4) 6-4,R64,136.0
2022-580:174,2022-580,Australian Open,2022-01-17,2022,Hard,G,124187,Reilly Opelka,Dominik Koepfer,136440,1,1,0,0,29.0,53.0,18.0,5.0,106.0,65.0,57.0,20.0,41.0,77.0,30.0,94.0,7.0,8.0,1,6-4 6-3 7-6(4),R64,133.0
2022-580:175,2022-580,Australian Open,2022-01-17,2022,Hard,G,133430,Denis Shapovalov,Soon Woo Kwon,126952,1,1,0,0,14.0,54.0,29.0,10.0,181.0,120.0,97.0,26.0,61.0,123.0,77.0,198.0,3.0,7.0,1,7-6(6) 6-7(3) 6-7(6) 7-5 6-2,R64,265.0
2022-580:176,2022-580,Australian Open,2022-01-17,2022,Hard,G,105173,Adrian Mannarino,Hubert Hurkacz,128034,1,1,0,0,69.0,11.0,6.0,0.0,89.0,59.0,42.0,17.0,30.0,59.0,44.0,92.0,9.0,10.0,1,6-4 6-2 6-3,R64,123.0
2022-580:177,2022-580,Australian Open,2022-01-17,2022,Hard,G,106234,Aslan Karatsev,Mackenzie Mcdonald,111456,1,1,0,0,15.0,55.0,6.0,3.0,100.0,65.0,47.0,17.0,35.0,64.0,47.0,112.0,2.0,5.0,1,3-6 6-2 6-2 6-3,R64,153.0
2022-580:178,2022-580,Australian Open,2022-01-17,2022,Hard,G,111575,Karen Khachanov,Benjamin Bonzi,126127,1,1,0,0,30.0,63.0,19.0,2.0,93.0,67.0,47.0,14.0,26.0,61.0,47.0,102.0,3.0,4.0,1,6-4 6-0 7-5,R64,124.0
2022-580:179,2022-580,Australian Open,2022-01-17,2022,Hard,G,104745,Rafael Nadal,Yannick Hanfmann,105870,1,1,0,0,5.0,126.0,1.0,5.0,85.0,46.0,35.0,25.0,39.0,60.0,42.0,96.0,2.0,2.0,1,6-2 6-3 6-4,R64,162.0
2022-580:180,2022-580,Australian Open,2022-01-17,2022,Hard,G,104665,Pablo Andujar,Alex Molcan,144684,1,1,0,0,83.0,74.0,2.0,3.0,137.0,92.0,57.0,25.0,45.0,82.0,41.0,109.0,14.0,18.0,1,6-4 7-6(6) 0-6 6-1,R64,187.0
2022-580:181,2022-580,Australian Open,2022-01-17,2022,Hard,G,200282,Alex De Minaur,Kamil Majchrzak,111794,1,1,0,0,42.0,107.0,11.0,3.0,76.0,52.0,44.0,15.0,24.0,59.0,32.0,80.0,3.0,3.0,1,6-4 6-4 6-2,R64,99.0
2022-580:182,2022-580,Australian Open,2022-01-17,2022,Hard,G,106121,Taro Daniel,Andy Murray,104918,1,1,0,0,120.0,113.0,12.0,2.0,98.0,57.0,45.0,21.0,41.0,66.0,48.0,108.0,9.0,11.0,1,6-4 6-4 6-4,R64,168.0
2022-580:183,2022-580,Australian Open,2022-01-17,2022,Hard,G,206173,Jannik Sinner,Steve Johnson,105449,1,1,0,0,10.0,104.0,11.0,2.0,71.0,45.0,37.0,18.0,26.0,55.0,36.0,84.0,1.0,1.0,1,6-2 6-4 6-3,R64,101.0
2022-580:184,2022-580,Australian Open,2022-01-17,2022,Hard,G,105138,Roberto Bautista Agut,Philipp Kohlschreiber,104259,1,1,0,0,18.0,134.0,5.0,1.0,60.0,34.0,28.0,18.0,26.0,46.0,39.0,71.0,1.0,1.0,1,6-1 6-0 6-3,R64,88.0
2022-580:185,2022-580,Australian Open,2022-01-17,2022,Hard,G,126203,Taylor Fritz,Frances Tiafoe,126207,1,1,0,0,22.0,34.0,21.0,6.0,120.0,76.0,55.0,23.0,44.0,78.0,49.0,116.0,6.0,8.0,1,6-4 6-3 7-6(5),R64,159.0
2022-580:186,2022-580,Australian Open,2022-01-17,2022,Hard,G,105332,Benoit Paire,Grigor Dimitrov,105777,1,1,0,0,56.0,28.0,14.0,9.0,152.0,77.0,63.0,39.0,75.0,102.0,56.0,149.0,5.0,7.0,1,6-4 6-4 6-7(4) 7-6(2),R64,198.0
2022-580:187,2022-580,Australian Open,2022-01-17,2022,Hard,G,126774,Stefanos Tsitsipas,Sebastian Baez,202104,1,1,0,0,4.0,88.0,12.0,3.0,142.0,97.0,76.0,21.0,45.0,97.0,60.0,156.0,4.0,6.0,1,7-6(1) 6-7(5) 6-3 6-4,R64,202.0
2022-580:188,2022-580,Australian Open,2022-01-17,2022,Hard,G,126094,Andrey Rublev,Ricardas Berankis,105575,1,1,0,0,6.0,93.0,13.0,3.0,80.0,40.0,34.0,21.0,40.0,55.0,48.0,95.0,4.0,4.0,1,6-4 6-2 6-0,R64,107.0
2022-580:189,2022-580,Australian Open,2022-01-17,2022,Hard,G,105227,Marin Cilic,Norbert Gombos,105613,1,1,0,0,27.0,117.0,20.0,2.0,106.0,59.0,51.0,29.0,47.0,80.0,47.0,124.0,1.0,3.0,1,6-2 6-3 3-6 7-6(6),R64,160.0
2022-580:191,2022-580,Australian Open,2022-01-17,2022,Hard,G,200000,Felix Auger Aliassime,Alejandro Davidovich Fokina,200221,1,1,0,0,9.0,50.0,28.0,6.0,177.0,122.0,89.0,28.0,55.0,117.0,45.0,153.0,7.0,9.0,1,7-6(4) 6-7(4) 7-6(5) 7-6(4),R64,259.0
2022-580:192,2022-580,Australian Open,2022-01-17,2022,Hard,G,106331,Christopher Oconnell,Diego Schwartzman,106043,1,1,0,0,175.0,13.0,7.0,3.0,122.0,72.0,54.0,22.0,50.0,76.0,50.0,116.0,6.0,8.0,1,7-6(6) 6-4 6-4,R64,187.0
2022-580:193,2022-580,Australian Open,2022-01-17,2022,Hard,G,202195,Maxime Cressy,Tomas Machac,207830,1,1,0,0,70.0,132.0,18.0,12.0,124.0,73.0,61.0,23.0,51.0,84.0,36.0,95.0,5.0,7.0,1,6-1 3-6 6-1 7-6(5),R64,157.0
2022-580:195,2022-580,Australian Open,2022-01-17,2022,Hard,G,106421,Daniil Medvedev,Nick Kyrgios,106401,1,1,0,0,2.0,115.0,31.0,5.0,119.0,79.0,67.0,20.0,40.0,87.0,47.0,128.0,7.0,9.0,1,7-6(1) 6-4 4-6 6-2,R64,178.0
2022-580:196,2022-580,Australian Open,2022-01-17,2022,Hard,G,200175,Miomir Kecmanovic,Lorenzo Sonego,132283,1,1,0,0,77.0,26.0,2.0,3.0,142.0,76.0,55.0,40.0,66.0,95.0,45.0,121.0,11.0,13.0,1,6-4 6-7(8) 6-2 7-5,R32,202.0
2022-580:197,2022-580,Australian Open,2022-01-17,2022,Hard,G,104792,Gael Monfils,Cristian Garin,106426,1,1,0,0,20.0,19.0,14.0,4.0,90.0,53.0,38.0,20.0,37.0,58.0,45.0,93.0,1.0,4.0,1,7-6(4) 6-1 6-3,R32,121.0
2022-580:198,2022-580,Australian Open,2022-01-17,2022,Hard,G,105807,Pablo Carreno Busta,Sebastian Korda,200624,1,1,0,0,21.0,43.0,10.0,6.0,149.0,94.0,68.0,32.0,55.0,100.0,57.0,149.0,11.0,13.0,1,6-4 7-5 6-7(6) 6-3,R32,207.0
2022-580:199,2022-580,Australian Open,2022-01-17,2022,Hard,G,126610,Matteo Berrettini,Carlos Alcaraz,207989,1,1,0,0,7.0,31.0,10.0,2.0,163.0,115.0,90.0,21.0,48.0,111.0,48.0,155.0,9.0,13.0,1,6-2 7-6(3) 4-6 2-6 7-6(5),R32,250.0
2022-580:200,2022-580,Australian Open,2022-01-17,2022,Hard,G,100644,Alexander Zverev,Radu Albot,105430,1,1,0,0,3.0,124.0,16.0,7.0,89.0,69.0,57.0,7.0,20.0,64.0,29.0,79.0,5.0,5.0,1,6-3 6-4 6-4,R32,117.0
2022-580:201,2022-580,Australian Open,2022-01-17,2022,Hard,G,133430,Denis Shapovalov,Reilly Opelka,124187,1,1,0,0,14.0,29.0,10.0,5.0,123.0,71.0,59.0,31.0,52.0,90.0,51.0,142.0,3.0,5.0,1,7-6(4) 4-6 6-3 6-4,R32,182.0
2022-580:202,2022-580,Australian Open,2022-01-17,2022,Hard,G,105173,Adrian Mannarino,Aslan Karatsev,106234,1,1,0,0,69.0,15.0,11.0,2.0,155.0,93.0,66.0,38.0,62.0,104.0,70.0,187.0,6.0,9.0,1,7-6(4) 6-7(4) 7-5 6-4,R32,278.0
2022-580:203,2022-580,Australian Open,2022-01-17,2022,Hard,G,104745,Rafael Nadal,Karen Khachanov,111575,1,1,0,0,5.0,30.0,4.0,6.0,98.0,66.0,55.0,18.0,32.0,73.0,45.0,109.0,4.0,5.0,1,6-3 6-2 3-6 6-1,R32,170.0
2022-580:204,2022-580,Australian Open,2022-01-17,2022,Hard,G,200282,Alex De Minaur,Pablo Andujar,104665,1,1,0,0,42.0,83.0,8.0,2.0,70.0,43.0,36.0,17.0,27.0,53.0,44.0,98.0,0.0,1.0,1,6-4 6-4 6-2,R32,127.0
2022-580:205,2022-580,Australian Open,2022-01-17,2022,Hard,G,206173,Jannik Sinner,Taro Daniel,106121,1,1,0,0,10.0,120.0,10.0,2.0,95.0,70.0,52.0,8.0,25.0,60.0,49.0,108.0,2.0,6.0,1,6-4 1-6 6-3 6-1,R32,161.0
2022-580:206,2022-580,Australian Open,2022-01-17,2022,Hard,G,126203,Taylor Fritz,Roberto Bautista Agut,105138,1,1,0,0,22.0,18.0,19.0,6.0,122.0,66.0,49.0,23.0,56.0,72.0,69.0,143.0,6.0,13.0,1,6-0 3-6 3-6 6-4 6-3,R32,194.0
2022-580:207,2022-580,Australian Open,2022-01-17,2022,Hard,G,126774,Stefanos Tsitsipas,Benoit Paire,105332,1,1,0,0,4.0,56.0,21.0,2.0,117.0,66.0,59.0,33.0,51.0,92.0,49.0,140.0,2.0,2.0,1,6-3 7-5 6-7(2) 6-4,R32,162.0
2022-580:208,2022-580,Australian Open,2022-01-17,2022,Hard,G,105227,Marin Cilic,Andrey Rublev,126094,1,1,1,1,27.0,6.0,24.0,3.0,113.0,61.0,52.0,29.0,52.0,81.0,42.0,125.0,0.0,3.0,1,7-5 7-6(3) 3-6 6-3,R32,156.0
2022-580:209,2022-580,Australian Open,2022-01-17,2022,Hard,G,200000,Felix Auger Aliassime,Daniel Evans,105554,1,1,0,0,9.0,24.0,16.0,3.0,66.0,43.0,39.0,13.0,23.0,52.0,36.0,75.0,3.0,3.0,1,6-4 6-1 6-1,R32,113.0
2022-580:210,2022-580,Australian Open,2022-01-17,2022,Hard,G,202195,Maxime Cressy,Christopher Oconnell,106331,1,1,0,0,70.0,175.0,28.0,4.0,108.0,64.0,54.0,30.0,44.0,84.0,44.0,113.0,3.0,3.0,1,6-2 6-7(6) 6-3 6-2,R32,161.0
2022-580:211,2022-580,Australian Open,2022-01-17,2022,Hard,G,106421,Daniil Medvedev,Botic Van De Zandschulp,122298,1,1,0,0,2.0,57.0,10.0,6.0,86.0,57.0,47.0,15.0,29.0,62.0,34.0,86.0,3.0,3.0,1,6-4 6-4 6-2,R32,115.0
2022-580:212,2022-580,Australian Open,2022-01-17,2022,Hard,G,104792,Gael Monfils,Miomir Kecmanovic,200175,1,1,0,0,20.0,77.0,17.0,4.0,100.0,59.0,48.0,21.0,41.0,69.0,53.0,129.0,5.0,6.0,1,7-5 7-6(4) 6-3,R16,154.0
2022-580:213,2022-580,Australian Open,2022-01-17,2022,Hard,G,126610,Matteo Berrettini,Pablo Carreno Busta,105807,1,1,0,0,7.0,21.0,28.0,1.0,92.0,71.0,62.0,12.0,21.0,74.0,41.0,115.0,1.0,1.0,1,7-5 7-6(4) 6-4,R16,142.0
2022-580:214,2022-580,Australian Open,2022-01-17,2022,Hard,G,133430,Denis Shapovalov,Alexander Zverev,100644,1,1,1,1,14.0,3.0,3.0,11.0,104.0,65.0,50.0,18.0,39.0,68.0,36.0,88.0,3.0,5.0,1,6-3 7-6(5) 6-3,R16,141.0
2022-580:215,2022-580,Australian Open,2022-01-17,2022,Hard,G,104745,Rafael Nadal,Adrian Mannarino,105173,1,1,0,0,5.0,69.0,16.0,6.0,88.0,48.0,42.0,24.0,40.0,66.0,41.0,104.0,1.0,2.0,1,7-6(14) 6-2 6-2,R16,160.0
2022-580:216,2022-580,Australian Open,2022-01-17,2022,Hard,G,206173,Jannik Sinner,Alex De Minaur,200282,1,1,0,0,10.0,42.0,9.0,0.0,111.0,69.0,52.0,26.0,42.0,78.0,33.0,91.0,7.0,8.0,1,7-6(3) 6-3 6-4,R16,155.0
2022-580:217,2022-580,Australian Open,2022-01-17,2022,Hard,G,126774,Stefanos Tsitsipas,Taylor Fritz,126203,1,1,0,0,4.0,22.0,19.0,1.0,159.0,107.0,85.0,25.0,52.0,110.0,41.0,136.0,13.0,15.0,1,4-6 6-4 4-6 6-3 6-4,R16,203.0
2022-580:218,2022-580,Australian Open,2022-01-17,2022,Hard,G,200000,Felix Auger Aliassime,Marin Cilic,105227,1,1,0,0,9.0,27.0,22.0,4.0,117.0,72.0,62.0,26.0,45.0,88.0,47.0,142.0,0.0,2.0,1,2-6 7-6(7) 6-2 7-6(4),R16,215.0
2022-580:219,2022-580,Australian Open,2022-01-17,2022,Hard,G,106421,Daniil Medvedev,Maxime Cressy,202195,1,1,0,0,2.0,70.0,15.0,6.0,129.0,84.0,71.0,29.0,45.0,100.0,56.0,165.0,1.0,1.0,1,6-2 7-6(4) 6-7(4) 7-5,R16,210.0
2022-580:220,2022-580,Australian Open,2022-01-17,2022,Hard,G,126610,Matteo Berrettini,Gael Monfils,104792,1,1,0,0,7.0,20.0,12.0,2.0,170.0,103.0,76.0,34.0,67.0,110.0,46.0,136.0,11.0,14.0,1,6-4 6-4 3-6 3-6 6-2,QF,229.0
2022-580:221,2022-580,Australian Open,2022-01-17,2022,Hard,G,104745,Rafael Nadal,Denis Shapovalov,133430,1,1,0,0,5.0,14.0,8.0,11.0,146.0,100.0,79.0,21.0,46.0,100.0,48.0,137.0,6.0,8.0,1,6-3 6-4 4-6 3-6 6-3,QF,248.0
2022-580:222,2022-580,Australian Open,2022-01-17,2022,Hard,G,126774,Stefanos Tsitsipas,Jannik Sinner,206173,1,1,1,1,4.0,10.0,4.0,2.0,78.0,53.0,42.0,15.0,25.0,57.0,23.0,66.0,0.0,0.0,1,6-3 6-4 6-2,QF,126.0
2022-580:223,2022-580,Australian Open,2022-01-17,2022,Hard,G,106421,Daniil Medvedev,Felix Auger Aliassime,200000,1,1,1,1,2.0,9.0,15.0,9.0,196.0,126.0,94.0,36.0,70.0,130.0,52.0,168.0,9.0,11.0,1,6-7(4) 3-6 7-6(2) 7-5 6-4,QF,282.0
2022-580:224,2022-580,Australian Open,2022-01-17,2022,Hard,G,104745,Rafael Nadal,Matteo Berrettini,126610,1,1,1,1,5.0,7.0,5.0,2.0,102.0,70.0,51.0,20.0,32.0,71.0,37.0,102.0,1.0,2.0,1,6-3 6-2 3-6 6-3,SF,175.0
2022-580:225,2022-580,Australian Open,2022-01-17,2022,Hard,G,106421,Daniil Medvedev,Stefanos Tsitsipas,126774,1,1,1,1,2.0,4.0,13.0,4.0,100.0,71.0,61.0,21.0,29.0,82.0,41.0,120.0,2.0,4.0,1,7-6(5) 4-6 6-4 6-1,SF,150.0
2022-580:226,2022-580,Australian Open,2022-01-17,2022,Hard,G,104745,Rafael Nadal,Daniil Medvedev,106421,1,1,1,1,5.0,2.0,3.0,5.0,189.0,117.0,78.0,34.0,72.0,112.0,70.0,182.0,16.0,22.0,1,2-6 6-7(5) 6-4 6-4 7-5,F,324.0
2022-9158:300,2022-9158,Cordoba,2022-01-31,2022,Clay,A,105077,Albert Ramos,Alejandro Tabilo,126214,1,1,0,0,44.0,144.0,3.0,1.0,91.0,56.0,32.0,16.0,35.0,48.0,56.0,114.0,5.0,10.0,1,4-6 6-3 6-4,F,160.0
2022-9158:299,2022-9158,Cordoba,2022-01-31,2022,Clay,A,126214,Alejandro Tabilo,Diego Schwartzman,106043,1,1,0,0,144.0,14.0,7.0,5.0,89.0,58.0,43.0,11.0,31.0,54.0,29.0,72.0,8.0,11.0,1,6-3 7-6(6),SF,116.0
2022-9158:298,2022-9158,Cordoba,2022-01-31,2022,Clay,A,105077,Albert Ramos,Juan Ignacio Londero,106228,1,1,0,0,44.0,139.0,5.0,1.0,67.0,47.0,37.0,10.0,20.0,47.0,26.0,75.0,1.0,2.0,1,7-6(4) 6-4,SF,107.0
2022-9158:297,2022-9158,Cordoba,2022-01-31,2022,Clay,A,106043,Diego Schwartzman,Daniel Elahi Galan,123755,1,1,0,0,14.0,127.0,3.0,7.0,86.0,54.0,39.0,14.0,32.0,53.0,36.0,83.0,6.0,9.0,1,3-6 6-0 7-5,QF,138.0
2022-9158:296,2022-9158,Cordoba,2022-01-31,2022,Clay,A,126214,Alejandro Tabilo,Sebastian Baez,202104,1,1,0,0,144.0,77.0,1.0,0.0,68.0,41.0,29.0,14.0,27.0,43.0,28.0,54.0,4.0,7.0,1,6-1 7-6(4),QF,84.0
2022-9158:295,2022-9158,Cordoba,2022-01-31,2022,Clay,A,105077,Albert Ramos,Lorenzo Sonego,132283,1,1,0,0,44.0,23.0,1.0,1.0,98.0,66.0,44.0,19.0,32.0,63.0,26.0,77.0,8.0,9.0,1,7-6(5) 7-5,QF,147.0
2022-9158:294,2022-9158,Cordoba,2022-01-31,2022,Clay,A,106228,Juan Ignacio Londero,Nikola Milojevic,110748,1,1,0,0,139.0,136.0,7.0,1.0,67.0,40.0,34.0,10.0,27.0,44.0,26.0,60.0,2.0,4.0,1,6-4 7-5,QF,95.0
2022-9158:293,2022-9158,Cordoba,2022-01-31,2022,Clay,A,106043,Diego Schwartzman,Juan Pablo Ficovich,126663,1,1,0,0,14.0,230.0,3.0,0.0,46.0,28.0,25.0,12.0,18.0,37.0,23.0,50.0,1.0,1.0,1,6-3 6-2,R16,70.0
2022-9158:292,2022-9158,Cordoba,2022-01-31,2022,Clay,A,123755,Daniel Elahi Galan,Jaume Munar,144719,1,1,0,0,127.0,88.0,2.0,0.0,60.0,36.0,25.0,16.0,24.0,41.0,41.0,85.0,2.0,5.0,1,6-2 3-6 6-1,R16,121.0
2022-9158:291,2022-9158,Cordoba,2022-01-31,2022,Clay,A,202104,Sebastian Baez,Cristian Garin,106426,1,1,0,0,77.0,18.0,3.0,3.0,77.0,55.0,35.0,10.0,22.0,45.0,44.0,81.0,7.0,11.0,1,4-6 6-1 6-1,R16,128.0
2022-9158:290,2022-9158,Cordoba,2022-01-31,2022,Clay,A,126214,Alejandro Tabilo,Carlos Taberner,126535,1,1,0,0,144.0,105.0,8.0,1.0,53.0,33.0,23.0,9.0,20.0,32.0,32.0,61.0,4.0,7.0,1,6-2 6-4,R16,92.0
2022-9158:288,2022-9158,Cordoba,2022-01-31,2022,Clay,A,132283,Lorenzo Sonego,Roberto Carballes Baena,106148,1,1,0,0,23.0,76.0,7.0,1.0,81.0,60.0,50.0,13.0,21.0,63.0,27.0,86.0,1.0,2.0,1,4-6 7-6(1) 6-2,R16,155.0
2022-9158:287,2022-9158,Cordoba,2022-01-31,2022,Clay,A,106228,Juan Ignacio Londero,Pedro Martinez,124079,1,1,0,0,139.0,61.0,7.0,0.0,69.0,41.0,31.0,19.0,28.0,50.0,22.0,58.0,5.0,6.0,1,6-3 7-6(3),R16,100.0
2022-9158:286,2022-9158,Cordoba,2022-01-31,2022,Clay,A,110748,Nikola Milojevic,Tomas Martin Etcheverry,144869,1,1,0,0,136.0,128.0,1.0,1.0,70.0,44.0,31.0,16.0,26.0,47.0,33.0,79.0,2.0,4.0,1,6-3 7-6(4),R16,116.0
2022-9158:284,2022-9158,Cordoba,2022-01-31,2022,Clay,A,126663,Juan Pablo Ficovich,Federico Coria,105948,1,1,0,0,230.0,64.0,3.0,0.0,75.0,53.0,39.0,9.0,22.0,48.0,26.0,61.0,4.0,5.0,1,7-6(5) 6-2,R32,105.0
2022-9158:283,2022-9158,Cordoba,2022-01-31,2022,Clay,A,123755,Daniel Elahi Galan,Hugo Dellien,106198,1,1,0,0,127.0,109.0,6.0,1.0,58.0,34.0,28.0,17.0,24.0,45.0,24.0,64.0,1.0,1.0,1,7-5 6-3,R32,85.0
2022-9158:282,2022-9158,Cordoba,2022-01-31,2022,Clay,A,144719,Jaume Munar,Benoit Paire,105332,1,1,0,0,88.0,54.0,0.0,6.0,68.0,41.0,31.0,13.0,27.0,44.0,39.0,85.0,2.0,4.0,1,6-4 7-5,R32,108.0
2022-9158:280,2022-9158,Cordoba,2022-01-31,2022,Clay,A,202104,Sebastian Baez,Fernando Verdasco,104269,1,1,0,0,77.0,200.0,1.0,3.0,82.0,56.0,37.0,15.0,26.0,52.0,36.0,84.0,5.0,8.0,1,7-6(6) 7-5,R32,122.0
2022-9158:279,2022-9158,Cordoba,2022-01-31,2022,Clay,A,126214,Alejandro Tabilo,Francisco Cerundolo,202103,1,1,0,0,144.0,111.0,4.0,6.0,66.0,46.0,36.0,6.0,20.0,42.0,33.0,66.0,4.0,5.0,1,6-4 6-1,R32,83.0
2022-9158:278,2022-9158,Cordoba,2022-01-31,2022,Clay,A,126535,Carlos Taberner,Federico Delbonis,105643,1,1,0,0,105.0,41.0,3.0,3.0,51.0,35.0,27.0,7.0,16.0,34.0,25.0,53.0,1.0,2.0,1,6-4 6-2,R32,94.0
2022-9158:277,2022-9158,Cordoba,2022-01-31,2022,Clay,A,105077,Albert Ramos,Andrej Martin,105413,1,1,0,0,44.0,115.0,1.0,1.0,55.0,42.0,30.0,9.0,13.0,39.0,25.0,61.0,2.0,2.0,1,6-4 6-3,R32,89.0
2022-9158:276,2022-9158,Cordoba,2022-01-31,2022,Clay,A,122669,Juan Pablo Varillas,Facundo Bagnis,105487,1,1,0,0,129.0,74.0,5.0,0.0,110.0,62.0,44.0,28.0,48.0,72.0,42.0,115.0,3.0,5.0,1,6-4 5-7 7-6(5),R32,197.0
2022-9158:275,2022-9158,Cordoba,2022-01-31,2022,Clay,A,106148,Roberto Carballes Baena,Holger Rune,208029,1,1,0,0,76.0,97.0,3.0,3.0,57.0,35.0,24.0,11.0,22.0,35.0,26.0,53.0,2.0,4.0,1,6-2 6-4,R32,83.0
2022-9158:273,2022-9158,Cordoba,2022-01-31,2022,Clay,A,124079,Pedro Martinez,Thiago Monteiro,106329,1,1,0,0,61.0,92.0,5.0,3.0,97.0,62.0,44.0,20.0,35.0,64.0,39.0,105.0,0.0,3.0,1,4-6 6-4 7-6(4),R32,176.0
2022-9158:272,2022-9158,Cordoba,2022-01-31,2022,Clay,A,106228,Juan Ignacio Londero,Yannick Hanfmann,105870,1,1,0,0,139.0,120.0,1.0,0.0,52.0,36.0,27.0,13.0,16.0,40.0,16.0,47.0,0.0,0.0,1,6-3 6-4,R32,71.0
2022-9158:271,2022-9158,Cordoba,2022-01-31,2022,Clay,A,144869,Tomas Martin Etcheverry,Nicolas Jarry,111797,1,1,0,0,128.0,149.0,3.0,7.0,70.0,53.0,41.0,8.0,17.0,49.0,29.0,80.0,0.0,2.0,1,2-6 6-3 6-4,R32,130.0
2022-0375:300,2022-0375,Montpellier,2022-01-31,2022,Hard,A,122330,Alexander Bublik,Alexander Zverev,100644,1,1,1,1,35.0,3.0,8.0,3.0,48.0,29.0,25.0,8.0,19.0,33.0,26.0,57.0,2.0,3.0,1,6-4 6-3,F,69.0
2022-0375:299,2022-0375,Montpellier,2022-01-31,2022,Hard,A,100644,Alexander Zverev,Mikael Ymer,144707,1,1,0,0,3.0,83.0,6.0,1.0,38.0,30.0,23.0,6.0,8.0,29.0,22.0,43.0,0.0,1.0,1,6-1 6-3,SF,51.0
2022-0375:298,2022-0375,Montpellier,2022-01-31,2022,Hard,A,122330,Alexander Bublik,Filip Krajinovic,105936,1,1,0,0,35.0,36.0,13.0,2.0,41.0,31.0,29.0,7.0,10.0,36.0,25.0,59.0,0.0,0.0,1,6-4 6-2,SF,63.0
2022-0375:297,2022-0375,Montpellier,2022-01-31,2022,Hard,A,100644,Alexander Zverev,Adrian Mannarino,105173,1,1,0,0,3.0,58.0,8.0,2.0,39.0,29.0,21.0,7.0,10.0,28.0,25.0,36.0,4.0,4.0,1,6-1 6-0,QF,50.0
2022-0375:296,2022-0375,Montpellier,2022-01-31,2022,Hard,A,144707,Mikael Ymer,Richard Gasquet,104755,1,1,0,0,83.0,75.0,4.0,10.0,105.0,55.0,43.0,23.0,50.0,66.0,46.0,105.0,4.0,7.0,1,7-5 6-7(6) 6-1,QF,152.0
2022-0375:295,2022-0375,Montpellier,2022-01-31,2022,Hard,A,105936,Filip Krajinovic,Damir Dzumhur,106000,1,1,0,0,36.0,152.0,3.0,1.0,65.0,37.0,25.0,16.0,28.0,41.0,37.0,77.0,6.0,8.0,1,7-5 6-2,QF,97.0
